"rain_sr","temp_sr","lat","lon"
2071,NULL,"11.25","79"
2072,NULL,"24.75","93.25"
2073,NULL,"22","86.5"
2074,NULL,"23.25","92.5"
2075,NULL,"16","78.75"
2076,NULL,"23.75","75"
2077,NULL,"31","76.75"
2078,NULL,"25.5","73.75"
2079,NULL,"24.5","76"
2080,NULL,"25","80.5"
2081,508,"18.5","80.5"
2082,NULL,"25.25","84.25"
2083,NULL,"19","79.5"
2084,NULL,"26.25","88.25"
2085,NULL,"18.25","82"
2086,NULL,"26","87.5"
2087,509,"11.5","77.5"
2088,510,"20.5","70.5"
2089,511,"17.5","79.5"
2090,NULL,"30","80.25"
2091,NULL,"23","80.75"
2092,NULL,"12.5","77.25"
2093,NULL,"26","82.5"
2094,NULL,"26.25","79.25"
2095,NULL,"26.75","90"
2096,NULL,"22.25","85.5"
2097,NULL,"13","76.25"
2098,NULL,"10.25","78"
2099,NULL,"33.5","77.75"
2100,NULL,"9.25","76.25"
2101,NULL,"12","75.5"
2102,NULL,"25.5","80.75"
2103,NULL,"23.75","75.75"
2104,512,"23.5","82.5"
2105,NULL,"25.75","83.25"
2106,NULL,"27.25","77.75"
2107,NULL,"23.75","93"
2108,NULL,"20","76.25"
2109,NULL,"25.75","91"
2110,NULL,"23.25","69.25"
2111,NULL,"29","73.75"
2112,NULL,"20.75","76.5"
2113,NULL,"33","79.5"
2114,NULL,"23","77.5"
2115,NULL,"27","75.75"
2116,NULL,"22","80.75"
2117,NULL,"26.75","80"
2118,NULL,"33","77.5"
2119,NULL,"29.5","78"
2120,NULL,"36.75","73"
2121,NULL,"17.75","73.75"
2122,NULL,"21.75","74.75"
2123,NULL,"23.25","88.75"
2124,NULL,"19.75","76.5"
2125,NULL,"16.5","74.25"
2126,NULL,"18.75","81"
2127,513,"25.5","83.5"
2128,514,"31.5","77.5"
2129,NULL,"14.75","79.5"
2130,NULL,"27","73.75"
2131,NULL,"22","82.5"
2132,NULL,"28.5","96.25"
2133,NULL,"23.25","75.5"
2134,515,"23.5","85.5"
2135,NULL,"21.75","82.75"
2136,NULL,"35.5","78.75"
2137,NULL,"25.25","71.5"
2138,NULL,"21.25","84.25"
2139,NULL,"19.5","80.25"
2140,NULL,"19.25","74.5"
2141,NULL,"26.75","79.25"
2142,NULL,"28.25","77.75"
2143,NULL,"21.25","83"
2144,NULL,"12.75","77.5"
2145,NULL,"26.5","70.25"
2146,NULL,"28.5","77.75"
2147,NULL,"14","78.75"
2148,NULL,"27","91.25"
2149,NULL,"22","74.25"
2150,NULL,"35","74"
2151,NULL,"24.75","75.5"
2152,516,"17.5","77.5"
2153,517,"23.5","81.5"
2154,NULL,"16.25","77.75"
2155,518,"28.5","70.5"
2156,NULL,"26.5","79"
2157,NULL,"28.75","77.5"
2158,NULL,"16","78"
2159,NULL,"25.75","93.75"
2160,519,"26.5","70.5"
2161,NULL,"19.75","77"
2162,NULL,"25.75","86"
2163,NULL,"11.75","76"
2164,NULL,"16.5","79.25"
2165,NULL,"26.75","93.5"
2166,NULL,"27","82"
2167,NULL,"24.25","88.25"
2168,NULL,"21","75.5"
2169,NULL,"27","85.25"
2170,NULL,"22.25","74.5"
2171,NULL,"33.5","79"
2172,NULL,"28.5","95.75"
2173,NULL,"21","77.5"
2174,NULL,"22.25","69.75"
2175,NULL,"12","76"
2176,NULL,"21.5","86"
2177,NULL,"20","85.5"
2178,NULL,"22.5","77.75"
2179,NULL,"27.5","82"
2180,NULL,"21","79"
2181,NULL,"20","73.75"
2182,NULL,"28.5","73.25"
2183,NULL,"34.5","76"
2184,NULL,"23.25","80"
2185,NULL,"18.25","73.75"
2186,NULL,"25.5","72"
2187,NULL,"18","83.5"
2188,NULL,"28","76"
2189,520,"26.5","92.5"
2190,NULL,"24.25","88.5"
2191,NULL,"14.25","77.75"
2192,NULL,"13.75","75.5"
2193,521,"14.5","80.5"
2194,NULL,"26.75","71.75"
2195,NULL,"20","72.5"
2196,NULL,"22.25","70.25"
2197,NULL,"27.75","70.5"
2198,NULL,"22","78"
2199,NULL,"12.25","75.5"
2200,NULL,"35","75.5"
2201,NULL,"17.5","78.75"
2202,NULL,"21.75","77"
2203,NULL,"25.75","77"
2204,NULL,"32","77.75"
2205,NULL,"27.5","80.75"
2206,NULL,"16","80.25"
2207,NULL,"23.25","91.5"
2208,NULL,"36","74.75"
2209,NULL,"19.25","74"
2210,NULL,"24.25","93.75"
2211,NULL,"26.25","90.5"
2212,NULL,"20.75","75.75"
2213,NULL,"26.75","78"
2214,NULL,"27","84.75"
2215,NULL,"12.75","77.25"
2216,NULL,"12","75.75"
2217,NULL,"25.25","90.75"
2218,NULL,"23.25","84.25"
2219,NULL,"35.75","74.25"
2220,NULL,"19.5","77"
2221,NULL,"21.5","84.75"
2222,NULL,"24","82.5"
2223,NULL,"10.25","77.5"
2224,NULL,"22","83.75"
2225,NULL,"21.25","83.5"
2226,NULL,"20.75","76.25"
2227,NULL,"24.25","78.5"
2228,NULL,"28.75","94.75"
2229,522,"24.5","76.5"
2230,NULL,"27.75","96.75"
2231,NULL,"19.75","79.75"
2232,NULL,"24.25","86.25"
2233,NULL,"26.75","93.25"
2234,NULL,"28.75","74"
2235,NULL,"30.25","75.5"
2236,523,"28.5","75.5"
2237,NULL,"28.5","72.25"
2238,NULL,"19.5","73.25"
2239,NULL,"13.75","78.75"
2240,NULL,"22","79.5"
2241,NULL,"26.5","91.75"
2242,NULL,"26.75","73.5"
2243,524,"32.5","74.5"
2244,NULL,"19","75.25"
2245,NULL,"31.75","78"
2246,NULL,"26.25","75.75"
2247,NULL,"16.5","81.25"
2248,NULL,"24.25","71.5"
2249,NULL,"12.75","75.5"
2250,NULL,"28.25","94.5"
2251,NULL,"18.75","83.75"
2252,NULL,"33.75","75.5"
2253,NULL,"22.5","73.25"
2254,NULL,"28.5","74"
2255,NULL,"32","78.25"
2256,NULL,"18","78"
2257,NULL,"19.5","78.25"
2258,NULL,"22","88.75"
2259,NULL,"25.75","77.5"
2260,NULL,"19.25","80.75"
2261,NULL,"17","79.25"
2262,NULL,"24.25","81.5"
2263,NULL,"23.75","79.75"
2264,NULL,"31.25","76.5"
2265,NULL,"17.5","81"
2266,NULL,"33.25","74.5"
2267,NULL,"12.75","79.25"
2268,NULL,"26.75","92.25"
2269,NULL,"25","77.75"
2270,NULL,"10.75","76.5"
2271,525,"28.5","81.5"
2272,NULL,"15.5","78"
2273,NULL,"24.75","79.5"
2274,NULL,"24.25","79.5"
2275,NULL,"16.75","74.5"
2276,NULL,"24.25","91.75"
2277,NULL,"11","77.25"
2278,NULL,"16.75","74.25"
2279,NULL,"33","74.5"
2280,NULL,"12","77.5"
2281,NULL,"15","79"
2282,NULL,"22.25","71.25"
2283,NULL,"26","93.5"
2284,NULL,"33.25","78.25"
2285,NULL,"25.75","77.25"
2286,NULL,"25.25","92.25"
2287,NULL,"19.75","74.75"
2288,NULL,"27","89.5"
2289,NULL,"22","76.25"
2290,NULL,"31","77.25"
2291,NULL,"24.75","83.5"
2292,NULL,"16.75","73.25"
2293,NULL,"25.5","82.75"
2294,NULL,"22.25","80.25"
2295,NULL,"22.75","83.75"
2296,NULL,"28","71"
2297,NULL,"19.75","78.75"
2298,NULL,"33.75","74.75"
2299,NULL,"15.25","77.75"
2300,NULL,"11","77.5"
2301,NULL,"30","79.5"
2302,NULL,"34.75","74.25"
2303,NULL,"18","77"
2304,NULL,"20.75","86.5"
2305,NULL,"29.5","96.25"
2306,NULL,"24.25","69.25"
2307,NULL,"25","80.75"
2308,NULL,"19","73.5"
2309,NULL,"33","73.75"
2310,NULL,"21","84.75"
2311,NULL,"19.25","81.75"
2312,526,"28.5","74.5"
2313,NULL,"27.25","71.5"
2314,NULL,"31.5","77"
2315,NULL,"28.25","88.75"
2316,NULL,"15.75","78.75"
2317,NULL,"10.25","78.25"
2318,NULL,"21.75","75.5"
2319,NULL,"24.75","87.75"
2320,NULL,"15.5","78.75"
2321,NULL,"27.75","73.25"
2322,NULL,"27","82.5"
2323,NULL,"31.25","75"
2324,527,"10.5","76.5"
2325,NULL,"23","72"
2326,NULL,"27.75","70.25"
2327,NULL,"22","84.25"
2328,NULL,"25","87.5"
2329,NULL,"23.5","85.75"
2330,528,"25.5","77.5"
2331,NULL,"20.75","81"
2332,NULL,"24","77.75"
2333,NULL,"26.75","86"
2334,NULL,"20.25","73.25"
2335,NULL,"28.5","77.25"
2336,NULL,"18.25","80"
2337,NULL,"28.5","74.25"
2338,NULL,"15.25","76.25"
2339,NULL,"28.5","76.25"
2340,NULL,"23.25","69.5"
2341,NULL,"23.5","87"
2342,NULL,"27.25","70.5"
2343,NULL,"36.5","73.25"
2344,NULL,"24.5","82.25"
2345,NULL,"23","87.75"
2346,NULL,"18.25","78.25"
2347,NULL,"27","78.75"
2348,NULL,"25","82.75"
2349,NULL,"36","78.5"
2350,NULL,"36","73.75"
2351,NULL,"21.5","81.75"
2352,NULL,"12.25","79.25"
2353,NULL,"36.25","73"
2354,529,"22.5","83.5"
2355,NULL,"29.75","78.75"
2356,NULL,"25.75","84.75"
2357,NULL,"15.5","74.75"
2358,NULL,"22.75","86.5"
2359,NULL,"25.25","77"
2360,NULL,"24.75","72"
2361,NULL,"30.25","75.75"
2362,NULL,"20.75","77.5"
2363,NULL,"22.25","86"
2364,NULL,"32.25","78"
2365,NULL,"30","78.75"
2366,NULL,"28","75.75"
2367,NULL,"36.5","73"
2368,NULL,"19","73.75"
2369,NULL,"33","76.25"
2370,530,"31.5","76.5"
2371,NULL,"22.5","81.25"
2372,NULL,"26","78.5"
2373,NULL,"34","77.25"
2374,NULL,"22","83.25"
2375,NULL,"11","79"
2376,NULL,"24.5","68.75"
2377,NULL,"26.5","72.25"
2378,NULL,"28.75","76.75"
2379,NULL,"15","77.5"
2380,NULL,"28.25","79"
2381,NULL,"22.5","80.25"
2382,NULL,"17.25","79"
2383,NULL,"30.75","77.5"
2384,NULL,"27.25","84"
2385,NULL,"21.25","76.75"
2386,NULL,"23.25","72.5"
2387,NULL,"31","77.5"
2388,NULL,"30","76.5"
2389,NULL,"21.75","83.5"
2390,NULL,"18","77.5"
2391,NULL,"25.5","77.25"
2392,NULL,"24.5","71.75"
2393,NULL,"17","81.5"
2394,531,"25.5","78.5"
2395,NULL,"20.5","81.25"
2396,NULL,"18.5","74.25"
2397,NULL,"19","74.75"
2398,NULL,"20.75","84.75"
2399,NULL,"25.75","85.75"
2400,NULL,"13.75","78"
2401,NULL,"18.5","72.75"
2402,NULL,"26.5","77.25"
2403,NULL,"19.5","79.75"
2404,NULL,"35.25","80"
2405,NULL,"25.25","94.25"
2406,NULL,"26.75","73.75"
2407,NULL,"27.75","73.5"
2408,NULL,"19","81"
2409,NULL,"10.5","76.25"
2410,NULL,"28","74.75"
2411,NULL,"20.5","85"
2412,532,"26.5","85.5"
2413,533,"32.5","77.5"
2414,NULL,"24.75","93.5"
2415,NULL,"21","81.75"
2416,NULL,"25.25","72"
2417,NULL,"20.5","73.25"
2418,NULL,"26.5","83.75"
2419,NULL,"21.5","84.25"
2420,534,"34.5","73.5"
2421,NULL,"35.75","76.5"
2422,NULL,"37","74.75"
2423,NULL,"31","76.5"
2424,NULL,"20.75","83.75"
2425,NULL,"18","73.5"
2426,NULL,"13.25","77.5"
2427,NULL,"33.25","79.25"
2428,NULL,"23","84.25"
2429,NULL,"26","89.5"
2430,535,"17.5","78.5"
2431,NULL,"27","95.5"
2432,NULL,"37","74.25"
2433,NULL,"32.75","74.5"
2434,NULL,"23.25","79.75"
2435,NULL,"25","82"
2436,NULL,"28.5","97"
2437,NULL,"22.75","74.75"
2438,NULL,"21.5","79"
2439,NULL,"26.75","72.5"
2440,NULL,"33.75","77.5"
2441,536,"24.5","77.5"
2442,NULL,"23.25","68.75"
2443,NULL,"26.5","91.25"
2444,NULL,"28.25","95"
2445,NULL,"20.75","75.5"
2446,NULL,"17.25","75.75"
2447,NULL,"17.75","79"
2448,NULL,"24.25","84.25"
2449,NULL,"28","93.75"
2450,537,"31.5","75.5"
2451,NULL,"20.5","75.75"
2452,NULL,"27.25","71.25"
2453,NULL,"21.25","76.5"
2454,NULL,"10","79"
2455,538,"19.5","83.5"
2456,NULL,"21","80.75"
2457,NULL,"23.25","75"
2458,NULL,"20.75","74.75"
2459,NULL,"29.75","79.25"
2460,NULL,"9.75","77.25"
2461,NULL,"11.75","79.25"
2462,NULL,"15","74"
2463,NULL,"35","77.75"
2464,NULL,"19.5","80"
2465,NULL,"29","94.75"
2466,NULL,"16.75","80.5"
2467,NULL,"11.5","79.25"
2468,NULL,"11.5","77.25"
2469,NULL,"20.5","74.25"
2470,NULL,"21.5","71"
2471,NULL,"14.5","74.75"
2472,NULL,"21.25","80"
2473,NULL,"26.5","75.75"
2474,NULL,"12.75","76.75"
2475,NULL,"24.25","94"
2476,NULL,"23.75","68.75"
2477,NULL,"27","81"
2478,NULL,"25.25","71"
2479,NULL,"17.25","82.5"
2480,NULL,"29.5","75.75"
2481,NULL,"18.75","78.5"
2482,NULL,"27.5","95"
2483,NULL,"19.75","80.5"
2484,NULL,"15","78.25"
2485,NULL,"10.75","77.25"
2486,NULL,"10","78.25"
2487,539,"27.5","71.5"
2488,NULL,"15","76"
2489,NULL,"28.25","77"
2490,NULL,"26.75","85.5"
2491,NULL,"32.75","77.25"
2492,NULL,"23","76.25"
2493,NULL,"26.25","91.5"
2494,540,"20.5","79.5"
2495,NULL,"34.5","78.25"
2496,NULL,"31.75","76.75"
2497,NULL,"30.25","78.75"
2498,NULL,"30.5","75.25"
2499,NULL,"22","88.25"
2500,NULL,"33.25","75.5"
2501,NULL,"32","78.5"
2502,NULL,"33.75","74.25"
2503,541,"26.5","94.5"
2504,NULL,"35.5","79.25"
2505,NULL,"26","87.25"
2506,NULL,"21.25","80.5"
2507,NULL,"24","71.25"
2508,NULL,"22.25","82.25"
2509,NULL,"22","69.25"
2510,NULL,"25.75","92.25"
2511,542,"28.5","93.5"
2512,NULL,"11.25","77"
2513,543,"23.5","79.5"
2514,NULL,"37.25","75"
2515,544,"21.5","78.5"
2516,NULL,"21","73.5"
2517,545,"18.5","78.5"
2518,NULL,"25.25","83.25"
2519,NULL,"23.75","80.75"
2520,NULL,"10.5","79.75"
2521,NULL,"25.75","87"
2522,NULL,"26.25","70"
2523,546,"27.5","70.5"
2524,NULL,"26.5","79.75"
2525,NULL,"14.25","75"
2526,NULL,"24.75","83.25"
2527,NULL,"20.75","70.75"
2528,NULL,"31.5","78.25"
2529,NULL,"19.25","82"
2530,NULL,"26","74.25"
2531,NULL,"23","88.75"
2532,NULL,"17","74.75"
2533,NULL,"14.75","79.75"
2534,NULL,"32.25","77.75"
2535,NULL,"23.25","83"
2536,NULL,"21.75","69.5"
2537,NULL,"35.75","78.5"
2538,547,"21.5","88.5"
2539,NULL,"36","77"
2540,NULL,"26","91.5"
2541,NULL,"18","80.25"
2542,548,"20.5","72.5"
2543,NULL,"22.5","73.75"
2544,NULL,"22","69"
2545,NULL,"29","72.75"
2546,NULL,"29.25","95"
2547,NULL,"18","80.5"
2548,NULL,"32.75","78.25"
2549,NULL,"20.5","78.25"
2550,NULL,"36","79.5"
2551,NULL,"20.25","75.5"
2552,NULL,"24.5","86.25"
2553,NULL,"23","87.5"
2554,NULL,"19","81.75"
2555,NULL,"20.5","86.75"
2556,NULL,"35.25","75.25"
2557,NULL,"26.25","89"
2558,NULL,"35.25","79"
2559,NULL,"28.75","93.5"
2560,NULL,"20.75","85.25"
2561,NULL,"32.75","77"
2562,NULL,"27.5","83.25"
2563,NULL,"13","79.25"
2564,NULL,"21.25","85"
2565,549,"29.5","76.5"
2566,NULL,"18.75","76.25"
2567,NULL,"25.75","72.75"
2568,NULL,"20.75","82.75"
2569,NULL,"27.25","73.75"
2570,550,"24.5","78.5"
2571,NULL,"28.75","95.75"
2572,NULL,"25.25","93"
2573,NULL,"24.25","84.75"
2574,NULL,"25.75","91.25"
2575,NULL,"25.75","74.25"
2576,NULL,"24","73"
2577,NULL,"25.75","93.25"
2578,NULL,"24.25","85.25"
2579,NULL,"23.75","78"
2580,NULL,"29.25","77.75"
2581,NULL,"22.5","86.75"
2582,NULL,"19.5","84.25"
2583,NULL,"26.5","82.75"
2584,551,"24.5","75.5"
2585,552,"23.5","69.5"
2586,NULL,"25.25","79.75"
2587,NULL,"33","75"
2588,NULL,"22.75","86"
2589,NULL,"25.25","77.75"
2590,NULL,"26.75","83.5"
2591,NULL,"20.5","83"
2592,NULL,"23","70.75"
2593,NULL,"26.25","86"
2594,NULL,"26.75","80.75"
2595,NULL,"19.5","83.25"
2596,NULL,"25","77.25"
2597,NULL,"28.25","76.75"
2598,NULL,"28.25","72"
2599,NULL,"35","79.25"
2600,NULL,"22","74.75"
2601,NULL,"16","77.5"
2602,NULL,"31","75"
2603,NULL,"22.5","69"
2604,NULL,"22.25","78"
2605,NULL,"22","70.25"
2606,NULL,"25","93.75"
2607,NULL,"13.75","77.25"
2608,NULL,"15.25","78.75"
2609,553,"23.5","76.5"
2610,NULL,"20","77.25"
2611,NULL,"21.25","73.25"
2612,NULL,"35.25","79.5"
2613,NULL,"14.75","75.5"
2614,NULL,"26.25","79.75"
2615,NULL,"27","84.5"
2616,NULL,"28.5","80.75"
2617,NULL,"24.5","84.25"
2618,554,"30.5","80.5"
2619,NULL,"34.25","79"
2620,NULL,"28.75","95.25"
2621,NULL,"16.75","79.75"
2622,555,"12.5","77.5"
2623,NULL,"24.25","74"
2624,NULL,"36.75","74"
2625,NULL,"29.25","74.5"
2626,NULL,"16.75","77.25"
2627,NULL,"26.75","77.75"
2628,NULL,"13.5","79.75"
2629,NULL,"18.25","77.25"
2630,NULL,"8.25","77.25"
2631,NULL,"27.25","88.5"
2632,NULL,"25.25","74.75"
2633,NULL,"10.75","77.5"
2634,NULL,"29","76.75"
2635,NULL,"29.75","78.25"
2636,NULL,"35.5","75.25"
2637,NULL,"27.75","93.75"
2638,NULL,"21.75","81.5"
2639,NULL,"18.25","78.5"
2640,NULL,"29.75","77.75"
2641,NULL,"33","75.25"
2642,556,"15.5","74.5"
2643,NULL,"25","79.75"
2644,NULL,"34.25","76"
2645,NULL,"13.25","78.25"
2646,NULL,"19.5","78"
2647,NULL,"22.5","88.25"
2648,NULL,"11","76.75"
2649,NULL,"22.5","84"
2650,557,"30.5","79.5"
2651,NULL,"32.5","78.25"
2652,NULL,"28","94.25"
2653,NULL,"28.75","73.25"
2654,NULL,"26.25","87.75"
2655,NULL,"25","84.5"
2656,NULL,"24","75.25"
2657,NULL,"22.25","73"
2658,558,"7.5","94.5"
2659,NULL,"28.5","76.75"
2660,NULL,"24","80.25"
2661,NULL,"24.25","84"
2662,NULL,"21.75","73"
2663,NULL,"10","78.5"
2664,NULL,"16.25","78.75"
2665,NULL,"32.25","78.25"
2666,559,"27.5","73.5"
2667,NULL,"28.25","96.75"
2668,NULL,"23.25","86"
2669,NULL,"24.25","91.5"
2670,NULL,"27.75","75.75"
2671,NULL,"25.75","78.25"
2672,NULL,"29.5","96"
2673,NULL,"33.25","75"
2674,NULL,"26.75","85.75"
2675,NULL,"22.75","79.25"
2676,NULL,"13.5","78"
2677,NULL,"12.75","75.25"
2678,NULL,"19.5","79.25"
2679,NULL,"24.5","86"
2680,NULL,"21","79.75"
2681,NULL,"16","77.25"
2682,NULL,"24.75","72.5"
2683,NULL,"27.75","91.75"
2684,NULL,"24","86.5"
2685,NULL,"27","83.75"
2686,NULL,"23.25","69.75"
2687,NULL,"22.75","82"
2688,NULL,"25.75","86.5"
2689,NULL,"11.75","78.25"
2690,NULL,"21.25","74.75"
2691,NULL,"26.75","84.75"
2692,NULL,"26.25","71.75"
2693,NULL,"23.25","91.75"
2694,NULL,"24","72"
2695,NULL,"30.75","74.25"
2696,NULL,"24","71.75"
2697,NULL,"23.25","77.75"
2698,NULL,"22.75","84"
2699,NULL,"25.5","89.75"
2700,NULL,"29.25","77"
2701,NULL,"24.75","75"
2702,NULL,"23","84.5"
2703,NULL,"28.75","79.25"
2704,NULL,"27.25","78.25"
2705,NULL,"14.75","79"
2706,NULL,"17.75","79.25"
2707,NULL,"29.25","95.75"
2708,NULL,"21.25","75.25"
2709,NULL,"24","69"
2710,NULL,"19","82.25"
2711,NULL,"30.5","76"
2712,NULL,"10.25","77"
2713,NULL,"27.5","77.25"
2714,NULL,"22","70"
2715,NULL,"21.5","84"
2716,NULL,"21.75","70.75"
2717,NULL,"21","82.25"
2718,NULL,"23.25","93.25"
2719,NULL,"34.75","73.25"
2720,NULL,"21.75","79.25"
2721,560,"19.5","76.5"
2722,NULL,"26.25","82"
2723,NULL,"32","76"
2724,NULL,"26.25","72"
2725,NULL,"16.75","75"
2726,561,"33.5","79.5"
2727,NULL,"25.5","85.25"
2728,NULL,"22.75","92.75"
2729,NULL,"26.75","84"
2730,NULL,"34.5","74.25"
2731,NULL,"25","93.5"
2732,NULL,"20.5","82"
2733,NULL,"28.75","72.5"
2734,NULL,"14.25","79"
2735,NULL,"33.75","78"
2736,NULL,"21","70.25"
2737,562,"23.5","80.5"
2738,NULL,"25.75","84.5"
2739,NULL,"16","76"
2740,NULL,"9.75","77"
2741,NULL,"25","85.5"
2742,NULL,"31.25","79"
2743,NULL,"21.25","75.5"
2744,NULL,"26","82.75"
2745,NULL,"25.25","73.5"
2746,NULL,"26.25","80.5"
2747,NULL,"27","79.5"
2748,NULL,"31.75","75"
2749,NULL,"29","79"
2750,NULL,"26.75","81.25"
2751,NULL,"22.5","83"
2752,NULL,"23","83.75"
2753,NULL,"26.75","88.25"
2754,NULL,"19.75","85.5"
2755,NULL,"22.75","71.25"
2756,NULL,"19.75","81.75"
2757,NULL,"15.75","73.5"
2758,NULL,"23.75","87.5"
2759,NULL,"27","73.5"
2760,NULL,"11.5","79.75"
2761,NULL,"29.5","75.25"
2762,NULL,"15.75","74.75"
2763,NULL,"28.25","74.25"
2764,NULL,"28.75","74.75"
2765,NULL,"26","82.25"
2766,NULL,"25.25","73"
2767,NULL,"25.75","76"
2768,NULL,"21","73.25"
2769,NULL,"16.25","78.5"
2770,NULL,"34.75","80"
2771,NULL,"23.25","81.75"
2772,NULL,"19.75","79"
2773,NULL,"25","71.5"
2774,NULL,"32","76.5"
2775,NULL,"14.75","77.75"
2776,NULL,"16","79"
2777,NULL,"30.25","77.5"
2778,NULL,"25.75","74"
2779,NULL,"16.25","80.25"
2780,NULL,"34.75","78.75"
2781,NULL,"18.25","82.75"
2782,NULL,"17.25","78"
2783,NULL,"26.75","89.25"
2784,NULL,"26","72"
2785,NULL,"14.25","74.5"
2786,NULL,"21.75","89"
2787,NULL,"23.75","74"
2788,NULL,"25","78"
2789,NULL,"21.25","71.25"
2790,NULL,"26","71.25"
2791,NULL,"24.75","86"
2792,NULL,"27.75","75"
2793,NULL,"8.75","77.5"
2794,NULL,"36","74"
2795,NULL,"23.75","82.75"
2796,NULL,"20.5","81"
2797,NULL,"15.25","78"
2798,563,"25.5","86.5"
2799,NULL,"24.5","84.75"
2800,NULL,"13.5","77.75"
2801,NULL,"26.5","80.75"
2802,NULL,"35","76"
2803,NULL,"25.5","85.75"
2804,NULL,"35","76.5"
2805,NULL,"28","73.25"
2806,NULL,"18.75","79.75"
2807,NULL,"22.5","80"
2808,NULL,"13","74.75"
2809,NULL,"25.5","75"
2810,NULL,"25.25","87.75"
2811,NULL,"25.5","78"
2812,NULL,"32","75.5"
2813,NULL,"20.25","82"
2814,NULL,"22.5","86"
2815,NULL,"28.25","81.25"
2816,NULL,"26.75","76"
2817,NULL,"17.75","83.25"
2818,NULL,"23.5","83.25"
2819,NULL,"26","76.75"
2820,NULL,"20.25","77.25"
2821,NULL,"21.5","76.75"
2822,NULL,"29","74.5"
2823,NULL,"23","74.75"
2824,NULL,"14.75","74.5"
2825,NULL,"28","95"
2826,564,"10.5","78.5"
2827,NULL,"28.25","93.5"
2828,NULL,"27.75","78"
2829,NULL,"32.5","78"
2830,NULL,"21.75","75"
2831,NULL,"29.75","78"
2832,NULL,"17","74.5"
2833,NULL,"32","78"
2834,NULL,"21.5","83"
2835,NULL,"34","79"
2836,NULL,"23.75","81.5"
2837,NULL,"21.25","71.5"
2838,NULL,"27.75","93"
2839,NULL,"22.75","75.5"
2840,565,"17.5","76.5"
2841,NULL,"22","72"
2842,NULL,"22.5","72.75"
2843,NULL,"26.5","84.25"
2844,566,"17.5","74.5"
2845,567,"11.5","92.5"
2846,NULL,"21","79.25"
2847,NULL,"26","82"
2848,NULL,"31","76"
2849,NULL,"30.75","78"
2850,NULL,"26.25","81"
2851,NULL,"18.5","83.75"
2852,NULL,"26.75","69.5"
2853,NULL,"30","76.25"
2854,NULL,"18.75","77.75"
2855,NULL,"20.75","85.75"
2856,NULL,"8.75","77"
2857,NULL,"22.75","84.5"
2858,NULL,"25.25","81.5"
2859,NULL,"21.75","77.5"
2860,NULL,"29.75","78.5"
2861,NULL,"25.25","80.25"
2862,NULL,"15.5","77"
2863,NULL,"18.75","76.5"
2864,NULL,"22.5","70"
2865,NULL,"25","84.25"
2866,NULL,"28.5","77"
2867,NULL,"16.75","79"
2868,NULL,"24.25","79.25"
2869,NULL,"18.75","76"
2870,NULL,"9.75","78.75"
2871,NULL,"25.25","88.75"
2872,NULL,"19.25","79.25"
2873,NULL,"11","79.5"
2874,NULL,"36.5","75"
2875,NULL,"22.75","71"
2876,NULL,"22","76"
2877,NULL,"28.75","78.25"
2878,NULL,"29","94.5"
2879,NULL,"23.75","73.75"
2880,NULL,"27.25","88.75"
2881,NULL,"24.5","72"
2882,568,"16.5","76.5"
2883,569,"33.5","74.5"
2884,NULL,"26.25","76.25"
2885,NULL,"33.25","78.75"
2886,NULL,"20.25","76"
2887,NULL,"19.75","77.5"
2888,NULL,"26","83.25"
2889,NULL,"10","76"
2890,NULL,"12","77"
2891,NULL,"20.75","76.75"
2892,NULL,"23.75","81.25"
2893,NULL,"30.25","74.5"
2894,NULL,"27.25","71.75"
2895,NULL,"29","76"
2896,NULL,"20","84.5"
2897,NULL,"25.25","83"
2898,NULL,"22","87.5"
2899,NULL,"21.25","73.5"
2900,NULL,"19.75","82.25"
2901,NULL,"33.75","76"
2902,NULL,"23","93"
2903,NULL,"23.75","92.75"
2904,570,"27.5","76.5"
2905,NULL,"26.75","94"
2906,NULL,"17.75","77"
2907,NULL,"24.5","78.25"
2908,NULL,"26.25","93"
2909,NULL,"34.5","78.75"
2910,NULL,"25.5","88.75"
2911,NULL,"33.25","73.75"
2912,NULL,"25.75","82.75"
2913,NULL,"33.75","79"
2914,NULL,"19.75","77.75"
2915,571,"22.5","82.5"
2916,NULL,"13.75","76.25"
2917,NULL,"32.25","76.75"
2918,NULL,"27.25","81.25"
2919,NULL,"28.5","76"
2920,NULL,"25","72.75"
2921,NULL,"23","86.25"
2922,NULL,"16","80.75"
2923,NULL,"20","86"
2924,NULL,"14","75.25"
2925,572,"21.5","72.5"
2926,NULL,"29.25","76.25"
2927,NULL,"15.25","76.5"
2928,NULL,"16.25","74.75"
2929,NULL,"17.5","77.75"
2930,NULL,"21","80"
2931,NULL,"17.25","76.5"
2932,NULL,"25.75","90"
2933,NULL,"22.25","84.75"
2934,NULL,"15","78"
2935,NULL,"27.5","94.25"
2936,NULL,"23.25","80.25"
2937,573,"12.5","74.5"
2938,NULL,"14","79.75"
2939,NULL,"26.25","78.25"
2940,NULL,"26.75","94.75"
2941,NULL,"28","80.75"
2942,NULL,"17.75","76.25"
2943,NULL,"27.75","78.75"
2944,NULL,"29.5","74.75"
2945,NULL,"28.25","76"
2946,574,"16.5","77.5"
2947,NULL,"22.5","76"
2948,NULL,"25.5","81.75"
2949,NULL,"26.75","84.5"
2950,575,"9.5","79.5"
2951,576,"10.5","92.5"
